Temp,Time,Molarity,H?O,DES,EtOH,Predicted y
135,4,240,1,2,1,0.000649748
135,4,240,1,1,2,0.014766733
135,4,250,1,1,1,0.0630612
135,4,250,2,1,1,0.03441665
135,4,250,1,2,1,0.000649748
135,4,250,1,1,2,0.014766733
135,4,260,1,1,1,0.013982267
135,4,260,2,1,1,0.028032075
135,4,260,1,2,1,0.115504
135,4,260,1,1,2,0.007813223
135,4,270,1,1,1,0.013982267
135,4,270,2,1,1,0.028032075
135,4,270,1,2,1,0.115504
135,4,270,1,1,2,0.007813223
135,4,280,1,1,1,0.013982267
135,4,280,2,1,1,0.028032075
135,4,280,1,2,1,0.115504
135,4,280,1,1,2,0.007813223
135,4,290,1,1,1,0.013982267
135,4,290,2,1,1,0.028032075
135,4,290,1,2,1,0.115504
135,4,290,1,1,2,0.007813223
135,4,300,1,1,1,0.013982267
135,4,300,2,1,1,0.028032075
135,4,300,1,2,1,0.115504
135,4,300,1,1,2,0.007813223
135,4,310,1,1,1,0.013982267
135,4,310,2,1,1,0.028032075
135,4,310,1,2,1,0.115504
135,4,310,1,1,2,0.007813223
135,4,320,1,1,1,0.013982267
135,4,320,2,1,1,0.028032075
135,4,320,1,2,1,0.115504
135,4,320,1,1,2,0.007813223
135,4,330,1,1,1,0.013982267
135,4,330,2,1,1,0.028032075
135,4,330,1,2,1,0.115504
135,4,330,1,1,2,0.007813223
135,4,340,1,1,1,0.013982267
135,4,340,2,1,1,0.028032075
135,4,340,1,2,1,0.115504
135,4,340,1,1,2,0.007813223
135,4,350,1,1,1,0.013982267
135,4,350,2,1,1,0.028032075
135,4,350,1,2,1,0.115504
135,4,350,1,1,2,0.007813223
135,4,360,1,1,1,-0.00756684
135,4,360,2,1,1,0.0185132
135,4,360,1,2,1,0.1371515
135,4,360,1,1,2,0.010413223
135,4,370,1,1,1,-0.00756684
135,4,370,2,1,1,0.0185132
135,4,370,1,2,1,0.1371515
135,4,370,1,1,2,0.010413223
135,4,380,1,1,1,-0.00756684
135,4,380,2,1,1,0.0185132
135,4,380,1,2,1,0.1371515
135,4,380,1,1,2,0.010413223
135,4,390,1,1,1,-0.00756684
135,4,390,2,1,1,0.0185132
135,4,390,1,2,1,0.1371515
135,4,390,1,1,2,0.010413223
135,4,400,1,1,1,-0.00756684
135,4,400,2,1,1,0.0185132
135,4,400,1,2,1,0.1371515
135,4,400,1,1,2,0.010413223
135,4,410,1,1,1,-0.00756684
135,4,410,2,1,1,0.0185132
135,4,410,1,2,1,0.1371515
135,4,410,1,1,2,0.010413223
135,4,420,1,1,1,-0.00756684
135,4,420,2,1,1,0.0185132
135,4,420,1,2,1,0.1371515
135,4,420,1,1,2,0.010413223
135,4,430,1,1,1,-0.00756684
135,4,430,2,1,1,0.0185132
135,4,430,1,2,1,0.1371515
135,4,430,1,1,2,0.010413223
135,4,440,1,1,1,-0.00756684
135,4,440,2,1,1,0.0185132
135,4,440,1,2,1,0.1371515
135,4,440,1,1,2,0.010413223
135,4,450,1,1,1,-0.00756684
135,4,450,2,1,1,0.0185132
135,4,450,1,2,1,0.1371515
135,4,450,1,1,2,0.010413223
135,4,460,1,1,1,-0.005961158
135,4,460,2,1,1,0.016980475
135,4,460,1,2,1,0.06178125
135,4,460,1,1,2,0.01834845
135,4,470,1,1,1,-0.005961158
135,4,470,2,1,1,0.016980475
135,4,470,1,2,1,0.06178125
135,4,470,1,1,2,0.01834845
135,4,480,1,1,1,-0.005961158
135,4,480,2,1,1,0.016980475
135,4,480,1,2,1,0.06178125
135,4,480,1,1,2,0.01834845
135,4,490,1,1,1,-0.005961158
135,4,490,2,1,1,0.016980475
135,4,490,1,2,1,0.06178125
135,4,490,1,1,2,0.01834845
135,4,500,1,1,1,-0.005961158
135,4,500,2,1,1,0.016980475
135,4,500,1,2,1,0.06178125
135,4,500,1,1,2,0.01834845
135,5,50,1,1,1,0
135,5,50,2,1,1,0
135,5,50,1,2,1,0
135,5,50,1,1,2,-0.013497533
135,5,60,1,1,1,0
135,5,60,2,1,1,0
135,5,60,1,2,1,0
135,5,60,1,1,2,-0.013497533
135,5,70,1,1,1,0
135,5,70,2,1,1,0
135,5,70,1,2,1,0
135,5,70,1,1,2,-0.013497533
135,5,80,1,1,1,-0.005462597
135,5,80,2,1,1,0.087091488
135,5,80,1,2,1,-0.009366627
135,5,80,1,1,2,0.102901233
135,5,90,1,1,1,-0.005462597
135,5,90,2,1,1,0.087091488
135,5,90,1,2,1,-0.009366627
135,5,90,1,1,2,0.102901233
135,5,100,1,1,1,-0.005462597
135,5,100,2,1,1,0.087091488
135,5,100,1,2,1,-0.009366627
135,5,100,1,1,2,0.102901233
135,5,110,1,1,1,-0.005462597
135,5,110,2,1,1,0.087091488
135,5,110,1,2,1,-0.009366627
135,5,110,1,1,2,0.102901233
135,5,120,1,1,1,-0.005462597
135,5,120,2,1,1,0.087091488
135,5,120,1,2,1,-0.009366627
135,5,120,1,1,2,0.102901233
135,5,130,1,1,1,-0.005462597
135,5,130,2,1,1,0.087091488
135,5,130,1,2,1,-0.009366627
135,5,130,1,1,2,0.102901233
135,5,140,1,1,1,-0.005462597
135,5,140,2,1,1,0.087091488
135,5,140,1,2,1,-0.009366627
135,5,140,1,1,2,0.102901233
135,5,150,1,1,1,-0.005462597
135,5,150,2,1,1,0.087091488
135,5,150,1,2,1,-0.009366627
135,5,150,1,1,2,0.102901233
135,5,160,1,1,1,0.0630612
135,5,160,2,1,1,0.03441665
135,5,160,1,2,1,0.000649748
135,5,160,1,1,2,0.014766733
135,5,170,1,1,1,0.0630612
135,5,170,2,1,1,0.03441665
135,5,170,1,2,1,0.000649748
135,5,170,1,1,2,0.014766733
135,5,180,1,1,1,0.0630612
135,5,180,2,1,1,0.03441665
135,5,180,1,2,1,0.000649748
135,5,180,1,1,2,0.014766733
135,5,190,1,1,1,0.0630612
135,5,190,2,1,1,0.03441665
135,5,190,1,2,1,0.000649748
135,5,190,1,1,2,0.014766733
135,5,200,1,1,1,0.0630612
135,5,200,2,1,1,0.03441665
135,5,200,1,2,1,0.000649748
135,5,200,1,1,2,0.014766733
135,5,210,1,1,1,0.0630612
135,5,210,2,1,1,0.03441665
135,5,210,1,2,1,0.000649748
135,5,210,1,1,2,0.014766733
135,5,220,1,1,1,0.0630612
135,5,220,2,1,1,0.03441665
135,5,220,1,2,1,0.000649748
135,5,220,1,1,2,0.014766733
135,5,230,1,1,1,0.0630612
135,5,230,2,1,1,0.03441665
135,5,230,1,2,1,0.000649748
135,5,230,1,1,2,0.014766733
135,5,240,1,1,1,0.0630612
135,5,240,2,1,1,0.03441665
135,5,240,1,2,1,0.000649748
135,5,240,1,1,2,0.014766733
135,5,250,1,1,1,0.0630612
135,5,250,2,1,1,0.03441665
135,5,250,1,2,1,0.000649748
135,5,250,1,1,2,0.014766733
135,5,260,1,1,1,0.013982267
135,5,260,2,1,1,0.028032075
135,5,260,1,2,1,0.115504
135,5,260,1,1,2,0.007813223
135,5,270,1,1,1,0.013982267
135,5,270,2,1,1,0.028032075
135,5,270,1,2,1,0.115504
135,5,270,1,1,2,0.007813223
135,5,280,1,1,1,0.013982267
135,5,280,2,1,1,0.028032075
135,5,280,1,2,1,0.115504
135,5,280,1,1,2,0.007813223
135,5,290,1,1,1,0.013982267
135,5,290,2,1,1,0.028032075
135,5,290,1,2,1,0.115504
135,5,290,1,1,2,0.007813223
135,5,300,1,1,1,0.013982267
135,5,300,2,1,1,0.028032075
135,5,300,1,2,1,0.115504
135,5,300,1,1,2,0.007813223
135,5,310,1,1,1,0.013982267
135,5,310,2,1,1,0.028032075
135,5,310,1,2,1,0.115504
135,5,310,1,1,2,0.007813223
135,5,320,1,1,1,0.013982267
135,5,320,2,1,1,0.028032075
135,5,320,1,2,1,0.115504
135,5,320,1,1,2,0.007813223
135,5,330,1,1,1,0.013982267
135,5,330,2,1,1,0.028032075
135,5,330,1,2,1,0.115504
135,5,330,1,1,2,0.007813223
135,5,340,1,1,1,0.013982267
135,5,340,2,1,1,0.028032075
135,5,340,1,2,1,0.115504
135,5,340,1,1,2,0.007813223
135,5,350,1,1,1,0.013982267
135,5,350,2,1,1,0.028032075
135,5,350,1,2,1,0.115504
135,5,350,1,1,2,0.007813223
135,5,360,1,1,1,-0.00756684
135,5,360,2,1,1,0.0185132
135,5,360,1,2,1,0.1371515
135,5,360,1,1,2,0.010413223
135,5,370,1,1,1,-0.00756684
135,5,370,2,1,1,0.0185132
135,5,370,1,2,1,0.1371515
135,5,370,1,1,2,0.010413223
135,5,380,1,1,1,-0.00756684
135,5,380,2,1,1,0.0185132
135,5,380,1,2,1,0.1371515
135,5,380,1,1,2,0.010413223
135,5,390,1,1,1,-0.00756684
135,5,390,2,1,1,0.0185132
135,5,390,1,2,1,0.1371515
135,5,390,1,1,2,0.010413223
135,5,400,1,1,1,-0.00756684
135,5,400,2,1,1,0.0185132
135,5,400,1,2,1,0.1371515
135,5,400,1,1,2,0.010413223
135,5,410,1,1,1,-0.00756684
135,5,410,2,1,1,0.0185132
135,5,410,1,2,1,0.1371515
135,5,410,1,1,2,0.010413223
135,5,420,1,1,1,-0.00756684
135,5,420,2,1,1,0.0185132
135,5,420,1,2,1,0.1371515
135,5,420,1,1,2,0.010413223
135,5,430,1,1,1,-0.00756684
135,5,430,2,1,1,0.0185132
135,5,430,1,2,1,0.1371515
135,5,430,1,1,2,0.010413223
135,5,440,1,1,1,-0.00756684
135,5,440,2,1,1,0.0185132
135,5,440,1,2,1,0.1371515
135,5,440,1,1,2,0.010413223
135,5,450,1,1,1,-0.00756684
135,5,450,2,1,1,0.0185132
135,5,450,1,2,1,0.1371515
135,5,450,1,1,2,0.010413223
135,5,460,1,1,1,-0.005961158
135,5,460,2,1,1,0.016980475
135,5,460,1,2,1,0.06178125
135,5,460,1,1,2,0.01834845
135,5,470,1,1,1,-0.005961158
135,5,470,2,1,1,0.016980475
135,5,470,1,2,1,0.06178125
135,5,470,1,1,2,0.01834845
135,5,480,1,1,1,-0.005961158
135,5,480,2,1,1,0.016980475
135,5,480,1,2,1,0.06178125
135,5,480,1,1,2,0.01834845
135,5,490,1,1,1,-0.005961158
135,5,490,2,1,1,0.016980475
135,5,490,1,2,1,0.06178125
135,5,490,1,1,2,0.01834845
135,5,500,1,1,1,-0.005961158
135,5,500,2,1,1,0.016980475
135,5,500,1,2,1,0.06178125
135,5,500,1,1,2,0.01834845
135,6,50,1,1,1,0
135,6,50,2,1,1,0
135,6,50,1,2,1,0
135,6,50,1,1,2,0
135,6,60,1,1,1,0
135,6,60,2,1,1,0
135,6,60,1,2,1,0
135,6,60,1,1,2,0
135,6,70,1,1,1,0
135,6,70,2,1,1,0
135,6,70,1,2,1,0
135,6,70,1,1,2,0
135,6,80,1,1,1,0.06456195
135,6,80,2,1,1,0.01197315
135,6,80,1,2,1,0
135,6,80,1,1,2,0.028244267
135,6,90,1,1,1,0.06456195
135,6,90,2,1,1,0.01197315
135,6,90,1,2,1,0
135,6,90,1,1,2,0.028244267
135,6,100,1,1,1,0.06456195
135,6,100,2,1,1,0.01197315
135,6,100,1,2,1,0
135,6,100,1,1,2,0.028244267
135,6,110,1,1,1,0.06456195
135,6,110,2,1,1,0.01197315
135,6,110,1,2,1,0
135,6,110,1,1,2,0.028244267
135,6,120,1,1,1,0.06456195
135,6,120,2,1,1,0.01197315
135,6,120,1,2,1,0
135,6,120,1,1,2,0.028244267
135,6,130,1,1,1,0.06456195
135,6,130,2,1,1,0.01197315
135,6,130,1,2,1,0
135,6,130,1,1,2,0.028244267
135,6,140,1,1,1,0.06456195
135,6,140,2,1,1,0.01197315
135,6,140,1,2,1,0
135,6,140,1,1,2,0.028244267
135,6,150,1,1,1,0.06456195
135,6,150,2,1,1,0.01197315
135,6,150,1,2,1,0
135,6,150,1,1,2,0.028244267
135,6,160,1,1,1,0.0365588
135,6,160,2,1,1,0.0812446
135,6,160,1,2,1,0.0597602
135,6,160,1,1,2,0.01254485
135,6,170,1,1,1,0.0365588
135,6,170,2,1,1,0.0812446
135,6,170,1,2,1,0.0597602
135,6,170,1,1,2,0.01254485
135,6,180,1,1,1,0.0365588
135,6,180,2,1,1,0.0812446
135,6,180,1,2,1,0.0597602
135,6,180,1,1,2,0.01254485
135,6,190,1,1,1,0.0365588
135,6,190,2,1,1,0.0812446
135,6,190,1,2,1,0.0597602
135,6,190,1,1,2,0.01254485
135,6,200,1,1,1,0.0365588
135,6,200,2,1,1,0.0812446
135,6,200,1,2,1,0.0597602
135,6,200,1,1,2,0.01254485
135,6,210,1,1,1,0.0365588
135,6,210,2,1,1,0.0812446
135,6,210,1,2,1,0.0597602
135,6,210,1,1,2,0.01254485
135,6,220,1,1,1,0.0365588
135,6,220,2,1,1,0.0812446
135,6,220,1,2,1,0.0597602
135,6,220,1,1,2,0.01254485
135,6,230,1,1,1,0.0365588
135,6,230,2,1,1,0.0812446
135,6,230,1,2,1,0.0597602
135,6,230,1,1,2,0.01254485
135,6,240,1,1,1,0.0365588
135,6,240,2,1,1,0.0812446
135,6,240,1,2,1,0.0597602
135,6,240,1,1,2,0.01254485
135,6,250,1,1,1,0.0365588
135,6,250,2,1,1,0.0812446
135,6,250,1,2,1,0.0597602
135,6,250,1,1,2,0.01254485
135,6,260,1,1,1,0.0190115
135,6,260,2,1,1,0.02400495
135,6,260,1,2,1,-0.00236328
135,6,260,1,1,2,-0.003259133
135,6,270,1,1,1,0.0190115
135,6,270,2,1,1,0.02400495
135,6,270,1,2,1,-0.00236328
135,6,270,1,1,2,-0.003259133
135,6,280,1,1,1,0.0190115
135,6,280,2,1,1,0.02400495
135,6,280,1,2,1,-0.00236328
135,6,280,1,1,2,-0.003259133
135,6,290,1,1,1,0.0190115
135,6,290,2,1,1,0.02400495
135,6,290,1,2,1,-0.00236328
135,6,290,1,1,2,-0.003259133
135,6,300,1,1,1,0.0190115
135,6,300,2,1,1,0.02400495
135,6,300,1,2,1,-0.00236328
135,6,300,1,1,2,-0.003259133
135,6,310,1,1,1,0.0190115
135,6,310,2,1,1,0.02400495
135,6,310,1,2,1,-0.00236328
135,6,310,1,1,2,-0.003259133
135,6,320,1,1,1,0.0190115
135,6,320,2,1,1,0.02400495
135,6,320,1,2,1,-0.00236328
135,6,320,1,1,2,-0.003259133
135,6,330,1,1,1,0.0190115
135,6,330,2,1,1,0.02400495
135,6,330,1,2,1,-0.00236328
135,6,330,1,1,2,-0.003259133
135,6,340,1,1,1,0.0190115
135,6,340,2,1,1,0.02400495
135,6,340,1,2,1,-0.00236328
135,6,340,1,1,2,-0.003259133
135,6,350,1,1,1,0.0190115
135,6,350,2,1,1,0.02400495
135,6,350,1,2,1,-0.00236328
135,6,350,1,1,2,-0.003259133
135,6,360,1,1,1,0.006407773
135,6,360,2,1,1,0.008711648
135,6,360,1,2,1,0.038861
135,6,360,1,1,2,-0.006763045
135,6,370,1,1,1,0.006407773
135,6,370,2,1,1,0.008711648
135,6,370,1,2,1,0.038861
135,6,370,1,1,2,-0.006763045
135,6,380,1,1,1,0.006407773
135,6,380,2,1,1,0.008711648
135,6,380,1,2,1,0.038861
135,6,380,1,1,2,-0.006763045
135,6,390,1,1,1,0.006407773
135,6,390,2,1,1,0.008711648
135,6,390,1,2,1,0.038861
135,6,390,1,1,2,-0.006763045
135,6,400,1,1,1,0.006407773
135,6,400,2,1,1,0.008711648
135,6,400,1,2,1,0.038861
135,6,400,1,1,2,-0.006763045
135,6,410,1,1,1,0.006407773
135,6,410,2,1,1,0.008711648
135,6,410,1,2,1,0.038861
135,6,410,1,1,2,-0.006763045
135,6,420,1,1,1,0.006407773
135,6,420,2,1,1,0.008711648
135,6,420,1,2,1,0.038861
135,6,420,1,1,2,-0.006763045
135,6,430,1,1,1,0.006407773
135,6,430,2,1,1,0.008711648
135,6,430,1,2,1,0.038861
135,6,430,1,1,2,-0.006763045
135,6,440,1,1,1,0.006407773
135,6,440,2,1,1,0.008711648
135,6,440,1,2,1,0.038861
135,6,440,1,1,2,-0.006763045
135,6,450,1,1,1,0.006407773
135,6,450,2,1,1,0.008711648
135,6,450,1,2,1,0.038861
135,6,450,1,1,2,-0.006763045
135,6,460,1,1,1,-0.005912407
135,6,460,2,1,1,0.013001567
135,6,460,1,2,1,0.033456775
135,6,460,1,1,2,0.010400173
135,6,470,1,1,1,-0.005912407
135,6,470,2,1,1,0.013001567
135,6,470,1,2,1,0.033456775
135,6,470,1,1,2,0.010400173
135,6,480,1,1,1,-0.005912407
135,6,480,2,1,1,0.013001567
135,6,480,1,2,1,0.033456775
135,6,480,1,1,2,0.010400173
135,6,490,1,1,1,-0.005912407
135,6,490,2,1,1,0.013001567
135,6,490,1,2,1,0.033456775
135,6,490,1,1,2,0.010400173
135,6,500,1,1,1,-0.005912407
135,6,500,2,1,1,0.013001567
135,6,500,1,2,1,0.033456775
135,6,500,1,1,2,0.010400173
140,2,50,1,1,1,0
140,2,50,2,1,1,0
140,2,50,1,2,1,0
140,2,50,1,1,2,-0.00745259
140,2,60,1,1,1,0
140,2,60,2,1,1,0
140,2,60,1,2,1,0
140,2,60,1,1,2,-0.00745259
140,2,70,1,1,1,0
140,2,70,2,1,1,0
140,2,70,1,2,1,0
140,2,70,1,1,2,-0.00745259
140,2,80,1,1,1,-0.01500475
140,2,80,2,1,1,-0.006206938
140,2,80,1,2,1,0
140,2,80,1,1,2,0.004829535
140,2,90,1,1,1,-0.01500475
140,2,90,2,1,1,-0.006206938
140,2,90,1,2,1,0
140,2,90,1,1,2,0.004829535
140,2,100,1,1,1,-0.01500475
140,2,100,2,1,1,-0.006206938
140,2,100,1,2,1,0
140,2,100,1,1,2,0.004829535
140,2,110,1,1,1,-0.01500475
140,2,110,2,1,1,-0.006206938
140,2,110,1,2,1,0
140,2,110,1,1,2,0.004829535
140,2,120,1,1,1,-0.01500475
140,2,120,2,1,1,-0.006206938
140,2,120,1,2,1,0
140,2,120,1,1,2,0.004829535
140,2,130,1,1,1,-0.01500475
140,2,130,2,1,1,-0.006206938
140,2,130,1,2,1,0
140,2,130,1,1,2,0.004829535
140,2,140,1,1,1,-0.01500475
140,2,140,2,1,1,-0.006206938
140,2,140,1,2,1,0
140,2,140,1,1,2,0.004829535
140,2,150,1,1,1,-0.01500475
140,2,150,2,1,1,-0.006206938
140,2,150,1,2,1,0
140,2,150,1,1,2,0.004829535
140,2,160,1,1,1,0.001968655
140,2,160,2,1,1,0.01009032
140,2,160,1,2,1,0.03219125
140,2,160,1,1,2,0.005072288
140,2,170,1,1,1,0.001968655
140,2,170,2,1,1,0.01009032
140,2,170,1,2,1,0.03219125
140,2,170,1,1,2,0.005072288
140,2,180,1,1,1,0.001968655
140,2,180,2,1,1,0.01009032
140,2,180,1,2,1,0.03219125
140,2,180,1,1,2,0.005072288
140,2,190,1,1,1,0.001968655
140,2,190,2,1,1,0.01009032
140,2,190,1,2,1,0.03219125
140,2,190,1,1,2,0.005072288
140,2,200,1,1,1,0.001968655
140,2,200,2,1,1,0.01009032
140,2,200,1,2,1,0.03219125
140,2,200,1,1,2,0.005072288
140,2,210,1,1,1,0.001968655
140,2,210,2,1,1,0.01009032
140,2,210,1,2,1,0.03219125
140,2,210,1,1,2,0.005072288
140,2,220,1,1,1,0.001968655
140,2,220,2,1,1,0.01009032
140,2,220,1,2,1,0.03219125
140,2,220,1,1,2,0.005072288
140,2,230,1,1,1,0.001968655
140,2,230,2,1,1,0.01009032
140,2,230,1,2,1,0.03219125
140,2,230,1,1,2,0.005072288
140,2,240,1,1,1,0.001968655
140,2,240,2,1,1,0.01009032
140,2,240,1,2,1,0.03219125
140,2,240,1,1,2,0.005072288
140,2,250,1,1,1,0.001968655
140,2,250,2,1,1,0.01009032
140,2,250,1,2,1,0.03219125
140,2,250,1,1,2,0.005072288
140,2,260,1,1,1,0.00412037
140,2,260,2,1,1,-0.010463625
140,2,260,1,2,1,-0.008248953
140,2,260,1,1,2,0
140,2,270,1,1,1,0.00412037
140,2,270,2,1,1,-0.010463625
140,2,270,1,2,1,-0.008248953
140,2,270,1,1,2,0
140,2,280,1,1,1,0.00412037
140,2,280,2,1,1,-0.010463625
140,2,280,1,2,1,-0.008248953
140,2,280,1,1,2,0
140,2,290,1,1,1,0.00412037
140,2,290,2,1,1,-0.010463625
140,2,290,1,2,1,-0.008248953
140,2,290,1,1,2,0
140,2,300,1,1,1,0.00412037
140,2,300,2,1,1,-0.010463625
140,2,300,1,2,1,-0.008248953
140,2,300,1,1,2,0
140,2,310,1,1,1,0.00412037
140,2,310,2,1,1,-0.010463625
140,2,310,1,2,1,-0.008248953
140,2,310,1,1,2,0
140,2,320,1,1,1,0.00412037
140,2,320,2,1,1,-0.010463625
140,2,320,1,2,1,-0.008248953
140,2,320,1,1,2,0
140,2,330,1,1,1,0.00412037
140,2,330,2,1,1,-0.010463625
140,2,330,1,2,1,-0.008248953
140,2,330,1,1,2,0
140,2,340,1,1,1,0.00412037
140,2,340,2,1,1,-0.010463625
140,2,340,1,2,1,-0.008248953
140,2,340,1,1,2,0
140,2,350,1,1,1,0.00412037
140,2,350,2,1,1,-0.010463625
140,2,350,1,2,1,-0.008248953
140,2,350,1,1,2,0
140,2,360,1,1,1,0.012299725
140,2,360,2,1,1,0.008121675
140,2,360,1,2,1,0.052478425
140,2,360,1,1,2,0.002731623
140,2,370,1,1,1,0.012299725
140,2,370,2,1,1,0.008121675
140,2,370,1,2,1,0.052478425
140,2,370,1,1,2,0.002731623
140,2,380,1,1,1,0.012299725
140,2,380,2,1,1,0.008121675
140,2,380,1,2,1,0.052478425
140,2,380,1,1,2,0.002731623
140,2,390,1,1,1,0.012299725
140,2,390,2,1,1,0.008121675
140,2,390,1,2,1,0.052478425
140,2,390,1,1,2,0.002731623
140,2,400,1,1,1,0.012299725
140,2,400,2,1,1,0.008121675
140,2,400,1,2,1,0.052478425
140,2,400,1,1,2,0.002731623
140,2,410,1,1,1,0.012299725
140,2,410,2,1,1,0.008121675
140,2,410,1,2,1,0.052478425
140,2,410,1,1,2,0.002731623
140,2,420,1,1,1,0.012299725
140,2,420,2,1,1,0.008121675
140,2,420,1,2,1,0.052478425
140,2,420,1,1,2,0.002731623
140,2,430,1,1,1,0.012299725
140,2,430,2,1,1,0.008121675
140,2,430,1,2,1,0.052478425
140,2,430,1,1,2,0.002731623
140,2,440,1,1,1,0.012299725
140,2,440,2,1,1,0.008121675
140,2,440,1,2,1,0.052478425
140,2,440,1,1,2,0.002731623
140,2,450,1,1,1,0.012299725
140,2,450,2,1,1,0.008121675
140,2,450,1,2,1,0.052478425
140,2,450,1,1,2,0.002731623
140,2,460,1,1,1,0.005222307
140,2,460,2,1,1,0.00770473
140,2,460,1,2,1,0.00182768
140,2,460,1,1,2,0.00379597
140,2,470,1,1,1,0.005222307
140,2,470,2,1,1,0.00770473
140,2,470,1,2,1,0.00182768
140,2,470,1,1,2,0.00379597
140,2,480,1,1,1,0.005222307
140,2,480,2,1,1,0.00770473
140,2,480,1,2,1,0.00182768
140,2,480,1,1,2,0.00379597
140,2,490,1,1,1,0.005222307
140,2,490,2,1,1,0.00770473
140,2,490,1,2,1,0.00182768
140,2,490,1,1,2,0.00379597
140,2,500,1,1,1,0.005222307
140,2,500,2,1,1,0.00770473
140,2,500,1,2,1,0.00182768
140,2,500,1,1,2,0.00379597
140,3,50,1,1,1,0
140,3,50,2,1,1,0
140,3,50,1,2,1,0
140,3,50,1,1,2,-0.00745259
140,3,60,1,1,1,0
140,3,60,2,1,1,0
140,3,60,1,2,1,0
140,3,60,1,1,2,-0.00745259
140,3,70,1,1,1,0
140,3,70,2,1,1,0
140,3,70,1,2,1,0
140,3,70,1,1,2,-0.00745259
140,3,80,1,1,1,-0.01500475
140,3,80,2,1,1,-0.006206938
140,3,80,1,2,1,0
140,3,80,1,1,2,0.004829535
140,3,90,1,1,1,-0.01500475
140,3,90,2,1,1,-0.006206938
140,3,90,1,2,1,0
140,3,90,1,1,2,0.004829535
140,3,100,1,1,1,-0.01500475
140,3,100,2,1,1,-0.006206938
140,3,100,1,2,1,0
140,3,100,1,1,2,0.004829535
140,3,110,1,1,1,-0.01500475
140,3,110,2,1,1,-0.006206938
140,3,110,1,2,1,0
140,3,110,1,1,2,0.004829535
140,3,120,1,1,1,-0.01500475
140,3,120,2,1,1,-0.006206938
140,3,120,1,2,1,0
140,3,120,1,1,2,0.004829535
140,3,130,1,1,1,-0.01500475
140,3,130,2,1,1,-0.006206938
140,3,130,1,2,1,0
140,3,130,1,1,2,0.004829535
140,3,140,1,1,1,-0.01500475
140,3,140,2,1,1,-0.006206938
140,3,140,1,2,1,0
140,3,140,1,1,2,0.004829535
140,3,150,1,1,1,-0.01500475
140,3,150,2,1,1,-0.006206938
140,3,150,1,2,1,0
140,3,150,1,1,2,0.004829535
140,3,160,1,1,1,0.001968655
140,3,160,2,1,1,0.01009032
140,3,160,1,2,1,0.03219125
140,3,160,1,1,2,0.005072288
140,3,170,1,1,1,0.001968655
140,3,170,2,1,1,0.01009032
140,3,170,1,2,1,0.03219125
140,3,170,1,1,2,0.005072288
140,3,180,1,1,1,0.001968655
140,3,180,2,1,1,0.01009032
140,3,180,1,2,1,0.03219125
140,3,180,1,1,2,0.005072288
140,3,190,1,1,1,0.001968655
140,3,190,2,1,1,0.01009032
140,3,190,1,2,1,0.03219125
140,3,190,1,1,2,0.005072288
140,3,200,1,1,1,0.001968655
140,3,200,2,1,1,0.01009032
140,3,200,1,2,1,0.03219125
140,3,200,1,1,2,0.005072288
140,3,210,1,1,1,0.001968655
140,3,210,2,1,1,0.01009032
140,3,210,1,2,1,0.03219125
140,3,210,1,1,2,0.005072288
140,3,220,1,1,1,0.001968655
140,3,220,2,1,1,0.01009032
140,3,220,1,2,1,0.03219125
140,3,220,1,1,2,0.005072288
140,3,230,1,1,1,0.001968655
140,3,230,2,1,1,0.01009032
140,3,230,1,2,1,0.03219125
140,3,230,1,1,2,0.005072288
140,3,240,1,1,1,0.001968655
140,3,240,2,1,1,0.01009032
140,3,240,1,2,1,0.03219125
140,3,240,1,1,2,0.005072288
140,3,250,1,1,1,0.001968655
140,3,250,2,1,1,0.01009032
140,3,250,1,2,1,0.03219125
140,3,250,1,1,2,0.005072288
140,3,260,1,1,1,0.00412037
140,3,260,2,1,1,-0.010463625
140,3,260,1,2,1,-0.008248953
140,3,260,1,1,2,0
140,3,270,1,1,1,0.00412037
140,3,270,2,1,1,-0.010463625
140,3,270,1,2,1,-0.008248953
140,3,270,1,1,2,0
140,3,280,1,1,1,0.00412037
140,3,280,2,1,1,-0.010463625
140,3,280,1,2,1,-0.008248953
140,3,280,1,1,2,0
140,3,290,1,1,1,0.00412037
140,3,290,2,1,1,-0.010463625
140,3,290,1,2,1,-0.008248953
140,3,290,1,1,2,0
140,3,300,1,1,1,0.00412037
140,3,300,2,1,1,-0.010463625
140,3,300,1,2,1,-0.008248953
140,3,300,1,1,2,0
140,3,310,1,1,1,0.00412037
140,3,310,2,1,1,-0.010463625
140,3,310,1,2,1,-0.008248953
140,3,310,1,1,2,0
140,3,320,1,1,1,0.00412037
140,3,320,2,1,1,-0.010463625
140,3,320,1,2,1,-0.008248953
140,3,320,1,1,2,0
140,3,330,1,1,1,0.00412037
140,3,330,2,1,1,-0.010463625
140,3,330,1,2,1,-0.008248953
140,3,330,1,1,2,0
140,3,340,1,1,1,0.00412037
140,3,340,2,1,1,-0.010463625
140,3,340,1,2,1,-0.008248953
140,3,340,1,1,2,0
140,3,350,1,1,1,0.00412037
140,3,350,2,1,1,-0.010463625
140,3,350,1,2,1,-0.008248953
140,3,350,1,1,2,0
140,3,360,1,1,1,0.012299725
140,3,360,2,1,1,0.008121675
140,3,360,1,2,1,0.052478425
140,3,360,1,1,2,0.002731623
140,3,370,1,1,1,0.012299725
