Temp,Time,Molarity,H2O,DES,EtOH
135,3,410,1,2,1
135,3,410,1,1,2
135,3,420,1,1,1
135,3,420,2,1,1
135,3,420,1,2,1
135,3,420,1,1,2
135,3,430,1,1,1
135,3,430,2,1,1
135,3,430,1,2,1
135,3,430,1,1,2
135,3,440,1,1,1
135,3,440,2,1,1
135,3,440,1,2,1
135,3,440,1,1,2
135,3,450,1,1,1
135,3,450,2,1,1
135,3,450,1,2,1
135,3,450,1,1,2
135,3,460,1,1,1
135,3,460,2,1,1
135,3,460,1,2,1
135,3,460,1,1,2
135,3,470,1,1,1
135,3,470,2,1,1
135,3,470,1,2,1
135,3,470,1,1,2
135,3,480,1,1,1
135,3,480,2,1,1
135,3,480,1,2,1
135,3,480,1,1,2
135,3,490,1,1,1
135,3,490,2,1,1
135,3,490,1,2,1
135,3,490,1,1,2
135,3,500,1,1,1
135,3,500,2,1,1
135,3,500,1,2,1
135,3,500,1,1,2
135,4,50,1,1,1
135,4,50,2,1,1
135,4,50,1,2,1
135,4,50,1,1,2
135,4,60,1,1,1
135,4,60,2,1,1
135,4,60,1,2,1
135,4,60,1,1,2
135,4,70,1,1,1
135,4,70,2,1,1
135,4,70,1,2,1
135,4,70,1,1,2
135,4,80,1,1,1
135,4,80,2,1,1
135,4,80,1,2,1
135,4,80,1,1,2
135,4,90,1,1,1
135,4,90,2,1,1
135,4,90,1,2,1
135,4,90,1,1,2
135,4,100,1,1,1
135,4,100,2,1,1
135,4,100,1,2,1
135,4,100,1,1,2
135,4,110,1,1,1
135,4,110,2,1,1
135,4,110,1,2,1
135,4,110,1,1,2
135,4,120,1,1,1
135,4,120,2,1,1
135,4,120,1,2,1
135,4,120,1,1,2
135,4,130,1,1,1
135,4,130,2,1,1
135,4,130,1,2,1
135,4,130,1,1,2
135,4,140,1,1,1
135,4,140,2,1,1
135,4,140,1,2,1
135,4,140,1,1,2
135,4,150,1,1,1
135,4,150,2,1,1
135,4,150,1,2,1
135,4,150,1,1,2
135,4,160,1,1,1
135,4,160,2,1,1
135,4,160,1,2,1
135,4,160,1,1,2
135,4,170,1,1,1
135,4,170,2,1,1
135,4,170,1,2,1
135,4,170,1,1,2
135,4,180,1,1,1
135,4,180,2,1,1
135,4,180,1,2,1
135,4,180,1,1,2
135,4,190,1,1,1
135,4,190,2,1,1
135,4,190,1,2,1
135,4,190,1,1,2
135,4,200,1,1,1
135,4,200,2,1,1
135,4,200,1,2,1
135,4,200,1,1,2
135,4,210,1,1,1
135,4,210,2,1,1
135,4,210,1,2,1
135,4,210,1,1,2
135,4,220,1,1,1
135,4,220,2,1,1
135,4,220,1,2,1
135,4,220,1,1,2
135,4,230,1,1,1
135,4,230,2,1,1
135,4,230,1,2,1
135,4,230,1,1,2
135,4,240,1,1,1
135,4,240,2,1,1
135,4,240,1,2,1
135,4,240,1,1,2
135,4,250,1,1,1
135,4,250,2,1,1
135,4,250,1,2,1
135,4,250,1,1,2
135,4,260,1,1,1
135,4,260,2,1,1
135,4,260,1,2,1
135,4,260,1,1,2
135,4,270,1,1,1
135,4,270,2,1,1
135,4,270,1,2,1
135,4,270,1,1,2
135,4,280,1,1,1
135,4,280,2,1,1
135,4,280,1,2,1
135,4,280,1,1,2
135,4,290,1,1,1
135,4,290,2,1,1
135,4,290,1,2,1
135,4,290,1,1,2
135,4,300,1,1,1
135,4,300,2,1,1
135,4,300,1,2,1
135,4,300,1,1,2
135,4,310,1,1,1
135,4,310,2,1,1
135,4,310,1,2,1
135,4,310,1,1,2
135,4,320,1,1,1
135,4,320,2,1,1
135,4,320,1,2,1
135,4,320,1,1,2
135,4,330,1,1,1
135,4,330,2,1,1
135,4,330,1,2,1
135,4,330,1,1,2
135,4,340,1,1,1
135,4,340,2,1,1
135,4,340,1,2,1
135,4,340,1,1,2
135,4,350,1,1,1
135,4,350,2,1,1
135,4,350,1,2,1
135,4,350,1,1,2
135,4,360,1,1,1
135,4,360,2,1,1
135,4,360,1,2,1
135,4,360,1,1,2
135,4,370,1,1,1
135,4,370,2,1,1
135,4,370,1,2,1
135,4,370,1,1,2
135,4,380,1,1,1
135,4,380,2,1,1
135,4,380,1,2,1
135,4,380,1,1,2
135,4,390,1,1,1
135,4,390,2,1,1
135,4,390,1,2,1
135,4,390,1,1,2
135,4,400,1,1,1
135,4,400,2,1,1
135,4,400,1,2,1
135,4,400,1,1,2
135,4,410,1,1,1
135,4,410,2,1,1
135,4,410,1,2,1
135,4,410,1,1,2
135,4,420,1,1,1
135,4,420,2,1,1
135,4,420,1,2,1
135,4,420,1,1,2
135,4,430,1,1,1
135,4,430,2,1,1
135,4,430,1,2,1
135,4,430,1,1,2
135,4,440,1,1,1
135,4,440,2,1,1
135,4,440,1,2,1
135,4,440,1,1,2
135,4,450,1,1,1
135,4,450,2,1,1
135,4,450,1,2,1
135,4,450,1,1,2
135,4,460,1,1,1
135,4,460,2,1,1
135,4,460,1,2,1
135,4,460,1,1,2
135,4,470,1,1,1
135,4,470,2,1,1
135,4,470,1,2,1
135,4,470,1,1,2
135,4,480,1,1,1
135,4,480,2,1,1
135,4,480,1,2,1
135,4,480,1,1,2
135,4,490,1,1,1
135,4,490,2,1,1
135,4,490,1,2,1
135,4,490,1,1,2
135,4,500,1,1,1
135,4,500,2,1,1
135,4,500,1,2,1
135,4,500,1,1,2
135,5,50,1,1,1
135,5,50,2,1,1
135,5,50,1,2,1
135,5,50,1,1,2
135,5,60,1,1,1
135,5,60,2,1,1
135,5,60,1,2,1
135,5,60,1,1,2
135,5,70,1,1,1
135,5,70,2,1,1
135,5,70,1,2,1
135,5,70,1,1,2
135,5,80,1,1,1
135,5,80,2,1,1
135,5,80,1,2,1
135,5,80,1,1,2
135,5,90,1,1,1
135,5,90,2,1,1
135,5,90,1,2,1
135,5,90,1,1,2
135,5,100,1,1,1
135,5,100,2,1,1
135,5,100,1,2,1
135,5,100,1,1,2
135,5,110,1,1,1
135,5,110,2,1,1
135,5,110,1,2,1
135,5,110,1,1,2
135,5,120,1,1,1
135,5,120,2,1,1
135,5,120,1,2,1
135,5,120,1,1,2
135,5,130,1,1,1
135,5,130,2,1,1
135,5,130,1,2,1
135,5,130,1,1,2
135,5,140,1,1,1
135,5,140,2,1,1
135,5,140,1,2,1
135,5,140,1,1,2
135,5,150,1,1,1
135,5,150,2,1,1
135,5,150,1,2,1
135,5,150,1,1,2
135,5,160,1,1,1
135,5,160,2,1,1
135,5,160,1,2,1
135,5,160,1,1,2
135,5,170,1,1,1
135,5,170,2,1,1
135,5,170,1,2,1
135,5,170,1,1,2
135,5,180,1,1,1
135,5,180,2,1,1
135,5,180,1,2,1
135,5,180,1,1,2
135,5,190,1,1,1
135,5,190,2,1,1
135,5,190,1,2,1
135,5,190,1,1,2
135,5,200,1,1,1
135,5,200,2,1,1
135,5,200,1,2,1
135,5,200,1,1,2
135,5,210,1,1,1
135,5,210,2,1,1
135,5,210,1,2,1
135,5,210,1,1,2
135,5,220,1,1,1
135,5,220,2,1,1
135,5,220,1,2,1
135,5,220,1,1,2
135,5,230,1,1,1
135,5,230,2,1,1
135,5,230,1,2,1
135,5,230,1,1,2
135,5,240,1,1,1
135,5,240,2,1,1
135,5,240,1,2,1
135,5,240,1,1,2
135,5,250,1,1,1
135,5,250,2,1,1
135,5,250,1,2,1
135,5,250,1,1,2
135,5,260,1,1,1
135,5,260,2,1,1
135,5,260,1,2,1
135,5,260,1,1,2
135,5,270,1,1,1
135,5,270,2,1,1
135,5,270,1,2,1
135,5,270,1,1,2
135,5,280,1,1,1
135,5,280,2,1,1
135,5,280,1,2,1
135,5,280,1,1,2
135,5,290,1,1,1
135,5,290,2,1,1
135,5,290,1,2,1
135,5,290,1,1,2
135,5,300,1,1,1
135,5,300,2,1,1
135,5,300,1,2,1
135,5,300,1,1,2
135,5,310,1,1,1
135,5,310,2,1,1
135,5,310,1,2,1
135,5,310,1,1,2
135,5,320,1,1,1
135,5,320,2,1,1
135,5,320,1,2,1
135,5,320,1,1,2
135,5,330,1,1,1
135,5,330,2,1,1
135,5,330,1,2,1
135,5,330,1,1,2
135,5,340,1,1,1
135,5,340,2,1,1
135,5,340,1,2,1
135,5,340,1,1,2
135,5,350,1,1,1
135,5,350,2,1,1
135,5,350,1,2,1
135,5,350,1,1,2
135,5,360,1,1,1
135,5,360,2,1,1
135,5,360,1,2,1
135,5,360,1,1,2
135,5,370,1,1,1
135,5,370,2,1,1
135,5,370,1,2,1
135,5,370,1,1,2
135,5,380,1,1,1
135,5,380,2,1,1
135,5,380,1,2,1
135,5,380,1,1,2
135,5,390,1,1,1
135,5,390,2,1,1
135,5,390,1,2,1
135,5,390,1,1,2
135,5,400,1,1,1
135,5,400,2,1,1
135,5,400,1,2,1
135,5,400,1,1,2
135,5,410,1,1,1
135,5,410,2,1,1
135,5,410,1,2,1
135,5,410,1,1,2
135,5,420,1,1,1
135,5,420,2,1,1
135,5,420,1,2,1
135,5,420,1,1,2
135,5,430,1,1,1
135,5,430,2,1,1
135,5,430,1,2,1
135,5,430,1,1,2
135,5,440,1,1,1
135,5,440,2,1,1
135,5,440,1,2,1
135,5,440,1,1,2
135,5,450,1,1,1
135,5,450,2,1,1
135,5,450,1,2,1
135,5,450,1,1,2
135,5,460,1,1,1
135,5,460,2,1,1
135,5,460,1,2,1
135,5,460,1,1,2
135,5,470,1,1,1
135,5,470,2,1,1
135,5,470,1,2,1
135,5,470,1,1,2
135,5,480,1,1,1
135,5,480,2,1,1
135,5,480,1,2,1
135,5,480,1,1,2
135,5,490,1,1,1
135,5,490,2,1,1
135,5,490,1,2,1
135,5,490,1,1,2
135,5,500,1,1,1
135,5,500,2,1,1
135,5,500,1,2,1
135,5,500,1,1,2
135,6,50,1,1,1
135,6,50,2,1,1
135,6,50,1,2,1
135,6,50,1,1,2
135,6,60,1,1,1
135,6,60,2,1,1
135,6,60,1,2,1
135,6,60,1,1,2
135,6,70,1,1,1
135,6,70,2,1,1
135,6,70,1,2,1
135,6,70,1,1,2
135,6,80,1,1,1
135,6,80,2,1,1
135,6,80,1,2,1
135,6,80,1,1,2
135,6,90,1,1,1
135,6,90,2,1,1
135,6,90,1,2,1
135,6,90,1,1,2
135,6,100,1,1,1
135,6,100,2,1,1
135,6,100,1,2,1
135,6,100,1,1,2
135,6,110,1,1,1
135,6,110,2,1,1
135,6,110,1,2,1
135,6,110,1,1,2
135,6,120,1,1,1
135,6,120,2,1,1
135,6,120,1,2,1
135,6,120,1,1,2
135,6,130,1,1,1
135,6,130,2,1,1
135,6,130,1,2,1
135,6,130,1,1,2
135,6,140,1,1,1
135,6,140,2,1,1
135,6,140,1,2,1
135,6,140,1,1,2
135,6,150,1,1,1
135,6,150,2,1,1
135,6,150,1,2,1
135,6,150,1,1,2
135,6,160,1,1,1
135,6,160,2,1,1
135,6,160,1,2,1
135,6,160,1,1,2
135,6,170,1,1,1
135,6,170,2,1,1
135,6,170,1,2,1
135,6,170,1,1,2
135,6,180,1,1,1
135,6,180,2,1,1
135,6,180,1,2,1
135,6,180,1,1,2
135,6,190,1,1,1
135,6,190,2,1,1
135,6,190,1,2,1
135,6,190,1,1,2
135,6,200,1,1,1
135,6,200,2,1,1
135,6,200,1,2,1
135,6,200,1,1,2
135,6,210,1,1,1
135,6,210,2,1,1
135,6,210,1,2,1
135,6,210,1,1,2
135,6,220,1,1,1
135,6,220,2,1,1
135,6,220,1,2,1
135,6,220,1,1,2
135,6,230,1,1,1
135,6,230,2,1,1
135,6,230,1,2,1
135,6,230,1,1,2
135,6,240,1,1,1
135,6,240,2,1,1
135,6,240,1,2,1
135,6,240,1,1,2
135,6,250,1,1,1
135,6,250,2,1,1
135,6,250,1,2,1
135,6,250,1,1,2
135,6,260,1,1,1
135,6,260,2,1,1
135,6,260,1,2,1
135,6,260,1,1,2
135,6,270,1,1,1
135,6,270,2,1,1
135,6,270,1,2,1
135,6,270,1,1,2
135,6,280,1,1,1
135,6,280,2,1,1
135,6,280,1,2,1
135,6,280,1,1,2
135,6,290,1,1,1
135,6,290,2,1,1
135,6,290,1,2,1
135,6,290,1,1,2
135,6,300,1,1,1
135,6,300,2,1,1
135,6,300,1,2,1
135,6,300,1,1,2
135,6,310,1,1,1
135,6,310,2,1,1
135,6,310,1,2,1
135,6,310,1,1,2
135,6,320,1,1,1
135,6,320,2,1,1
135,6,320,1,2,1
135,6,320,1,1,2
135,6,330,1,1,1
135,6,330,2,1,1
135,6,330,1,2,1
135,6,330,1,1,2
135,6,340,1,1,1
135,6,340,2,1,1
135,6,340,1,2,1
135,6,340,1,1,2
135,6,350,1,1,1
135,6,350,2,1,1
135,6,350,1,2,1
135,6,350,1,1,2
135,6,360,1,1,1
135,6,360,2,1,1
135,6,360,1,2,1
135,6,360,1,1,2
135,6,370,1,1,1
135,6,370,2,1,1
135,6,370,1,2,1
135,6,370,1,1,2
135,6,380,1,1,1
135,6,380,2,1,1
135,6,380,1,2,1
135,6,380,1,1,2
135,6,390,1,1,1
135,6,390,2,1,1
135,6,390,1,2,1
135,6,390,1,1,2
135,6,400,1,1,1
135,6,400,2,1,1
135,6,400,1,2,1
135,6,400,1,1,2
135,6,410,1,1,1
135,6,410,2,1,1
135,6,410,1,2,1
135,6,410,1,1,2
135,6,420,1,1,1
135,6,420,2,1,1
135,6,420,1,2,1
135,6,420,1,1,2
135,6,430,1,1,1
135,6,430,2,1,1
135,6,430,1,2,1
135,6,430,1,1,2
135,6,440,1,1,1
135,6,440,2,1,1
135,6,440,1,2,1
135,6,440,1,1,2
135,6,450,1,1,1
135,6,450,2,1,1
135,6,450,1,2,1
135,6,450,1,1,2
135,6,460,1,1,1
135,6,460,2,1,1
135,6,460,1,2,1
135,6,460,1,1,2
135,6,470,1,1,1
135,6,470,2,1,1
135,6,470,1,2,1
135,6,470,1,1,2
135,6,480,1,1,1
135,6,480,2,1,1
135,6,480,1,2,1
135,6,480,1,1,2
135,6,490,1,1,1
135,6,490,2,1,1
135,6,490,1,2,1
135,6,490,1,1,2
135,6,500,1,1,1
135,6,500,2,1,1
135,6,500,1,2,1
135,6,500,1,1,2
140,2,50,1,1,1
140,2,50,2,1,1
140,2,50,1,2,1
140,2,50,1,1,2
140,2,60,1,1,1
140,2,60,2,1,1
140,2,60,1,2,1
140,2,60,1,1,2
140,2,70,1,1,1
140,2,70,2,1,1
140,2,70,1,2,1
140,2,70,1,1,2
140,2,80,1,1,1
140,2,80,2,1,1
140,2,80,1,2,1
140,2,80,1,1,2
140,2,90,1,1,1
140,2,90,2,1,1
140,2,90,1,2,1
140,2,90,1,1,2
140,2,100,1,1,1
140,2,100,2,1,1
140,2,100,1,2,1
140,2,100,1,1,2
140,2,110,1,1,1
140,2,110,2,1,1
140,2,110,1,2,1
140,2,110,1,1,2
140,2,120,1,1,1
140,2,120,2,1,1
140,2,120,1,2,1
140,2,120,1,1,2
140,2,130,1,1,1
140,2,130,2,1,1
140,2,130,1,2,1
140,2,130,1,1,2
140,2,140,1,1,1
140,2,140,2,1,1
140,2,140,1,2,1
140,2,140,1,1,2
140,2,150,1,1,1
140,2,150,2,1,1
140,2,150,1,2,1
140,2,150,1,1,2
140,2,160,1,1,1
140,2,160,2,1,1
140,2,160,1,2,1
140,2,160,1,1,2
140,2,170,1,1,1
140,2,170,2,1,1
140,2,170,1,2,1
140,2,170,1,1,2
140,2,180,1,1,1
140,2,180,2,1,1
140,2,180,1,2,1
140,2,180,1,1,2
140,2,190,1,1,1
140,2,190,2,1,1
140,2,190,1,2,1
140,2,190,1,1,2
140,2,200,1,1,1
140,2,200,2,1,1
140,2,200,1,2,1
140,2,200,1,1,2
140,2,210,1,1,1
140,2,210,2,1,1
140,2,210,1,2,1
140,2,210,1,1,2
140,2,220,1,1,1
140,2,220,2,1,1
140,2,220,1,2,1
140,2,220,1,1,2
140,2,230,1,1,1
140,2,230,2,1,1
140,2,230,1,2,1
140,2,230,1,1,2
140,2,240,1,1,1
140,2,240,2,1,1
140,2,240,1,2,1
140,2,240,1,1,2
140,2,250,1,1,1
140,2,250,2,1,1
140,2,250,1,2,1
140,2,250,1,1,2
140,2,260,1,1,1
140,2,260,2,1,1
140,2,260,1,2,1
140,2,260,1,1,2
140,2,270,1,1,1
140,2,270,2,1,1
140,2,270,1,2,1
140,2,270,1,1,2
140,2,280,1,1,1
140,2,280,2,1,1
140,2,280,1,2,1
140,2,280,1,1,2
140,2,290,1,1,1
140,2,290,2,1,1
140,2,290,1,2,1
140,2,290,1,1,2
140,2,300,1,1,1
140,2,300,2,1,1
140,2,300,1,2,1
140,2,300,1,1,2
140,2,310,1,1,1
140,2,310,2,1,1
140,2,310,1,2,1
140,2,310,1,1,2
140,2,320,1,1,1
140,2,320,2,1,1
140,2,320,1,2,1
140,2,320,1,1,2
140,2,330,1,1,1
140,2,330,2,1,1
140,2,330,1,2,1
140,2,330,1,1,2
140,2,340,1,1,1
140,2,340,2,1,1
140,2,340,1,2,1
140,2,340,1,1,2
140,2,350,1,1,1
140,2,350,2,1,1
140,2,350,1,2,1
140,2,350,1,1,2
140,2,360,1,1,1
140,2,360,2,1,1
140,2,360,1,2,1
140,2,360,1,1,2
140,2,370,1,1,1
140,2,370,2,1,1
140,2,370,1,2,1
140,2,370,1,1,2
140,2,380,1,1,1
140,2,380,2,1,1
140,2,380,1,2,1
140,2,380,1,1,2
140,2,390,1,1,1
140,2,390,2,1,1
140,2,390,1,2,1
140,2,390,1,1,2
140,2,400,1,1,1
140,2,400,2,1,1
140,2,400,1,2,1
140,2,400,1,1,2
140,2,410,1,1,1
140,2,410,2,1,1
140,2,410,1,2,1
140,2,410,1,1,2
140,2,420,1,1,1
140,2,420,2,1,1
140,2,420,1,2,1
140,2,420,1,1,2
140,2,430,1,1,1
140,2,430,2,1,1
140,2,430,1,2,1
140,2,430,1,1,2
140,2,440,1,1,1
140,2,440,2,1,1
140,2,440,1,2,1
140,2,440,1,1,2
140,2,450,1,1,1
140,2,450,2,1,1
140,2,450,1,2,1
140,2,450,1,1,2
140,2,460,1,1,1
140,2,460,2,1,1
140,2,460,1,2,1
140,2,460,1,1,2
140,2,470,1,1,1
140,2,470,2,1,1
140,2,470,1,2,1
140,2,470,1,1,2
140,2,480,1,1,1
140,2,480,2,1,1
140,2,480,1,2,1
140,2,480,1,1,2
140,2,490,1,1,1
140,2,490,2,1,1
140,2,490,1,2,1
140,2,490,1,1,2
140,2,500,1,1,1
140,2,500,2,1,1
140,2,500,1,2,1
140,2,500,1,1,2
140,3,50,1,1,1
140,3,50,2,1,1
140,3,50,1,2,1
140,3,50,1,1,2
140,3,60,1,1,1
140,3,60,2,1,1
140,3,60,1,2,1
140,3,60,1,1,2
140,3,70,1,1,1
140,3,70,2,1,1
140,3,70,1,2,1
140,3,70,1,1,2
140,3,80,1,1,1
140,3,80,2,1,1
140,3,80,1,2,1
140,3,80,1,1,2
140,3,90,1,1,1
140,3,90,2,1,1
140,3,90,1,2,1
140,3,90,1,1,2
140,3,100,1,1,1
140,3,100,2,1,1
140,3,100,1,2,1
140,3,100,1,1,2
140,3,110,1,1,1
140,3,110,2,1,1
140,3,110,1,2,1
140,3,110,1,1,2
140,3,120,1,1,1
140,3,120,2,1,1
140,3,120,1,2,1
140,3,120,1,1,2
140,3,130,1,1,1
140,3,130,2,1,1
140,3,130,1,2,1
140,3,130,1,1,2
140,3,140,1,1,1
140,3,140,2,1,1
140,3,140,1,2,1
140,3,140,1,1,2
140,3,150,1,1,1
140,3,150,2,1,1
140,3,150,1,2,1
140,3,150,1,1,2
140,3,160,1,1,1
140,3,160,2,1,1
140,3,160,1,2,1
140,3,160,1,1,2
140,3,170,1,1,1
140,3,170,2,1,1
140,3,170,1,2,1
140,3,170,1,1,2
140,3,180,1,1,1
140,3,180,2,1,1
140,3,180,1,2,1
140,3,180,1,1,2
140,3,190,1,1,1
140,3,190,2,1,1
140,3,190,1,2,1
140,3,190,1,1,2
140,3,200,1,1,1
140,3,200,2,1,1
140,3,200,1,2,1
140,3,200,1,1,2
140,3,210,1,1,1
140,3,210,2,1,1
140,3,210,1,2,1
140,3,210,1,1,2
140,3,220,1,1,1
140,3,220,2,1,1
140,3,220,1,2,1
140,3,220,1,1,2
140,3,230,1,1,1
140,3,230,2,1,1
140,3,230,1,2,1
140,3,230,1,1,2
140,3,240,1,1,1
140,3,240,2,1,1
140,3,240,1,2,1
140,3,240,1,1,2
140,3,250,1,1,1
140,3,250,2,1,1
140,3,250,1,2,1
140,3,250,1,1,2
140,3,260,1,1,1
140,3,260,2,1,1
140,3,260,1,2,1
140,3,260,1,1,2
140,3,270,1,1,1
140,3,270,2,1,1
140,3,270,1,2,1
140,3,270,1,1,2
140,3,280,1,1,1
140,3,280,2,1,1
140,3,280,1,2,1
140,3,280,1,1,2
140,3,290,1,1,1
140,3,290,2,1,1
140,3,290,1,2,1
140,3,290,1,1,2
140,3,300,1,1,1
140,3,300,2,1,1
140,3,300,1,2,1
140,3,300,1,1,2
140,3,310,1,1,1
140,3,310,2,1,1
140,3,310,1,2,1
140,3,310,1,1,2
140,3,320,1,1,1
140,3,320,2,1,1
140,3,320,1,2,1
140,3,320,1,1,2
140,3,330,1,1,1
140,3,330,2,1,1
140,3,330,1,2,1
140,3,330,1,1,2
140,3,340,1,1,1
140,3,340,2,1,1
140,3,340,1,2,1
140,3,340,1,1,2
140,3,350,1,1,1
140,3,350,2,1,1
140,3,350,1,2,1
140,3,350,1,1,2
140,3,360,1,1,1
140,3,360,2,1,1
140,3,360,1,2,1
140,3,360,1,1,2
140,3,370,1,1,1
140,3,370,2,1,1
140,3,370,1,2,1
140,3,370,1,1,2
140,3,380,1,1,1
140,3,380,2,1,1
140,3,380,1,2,1
140,3,380,1,1,2
140,3,390,1,1,1
140,3,390,2,1,1
140,3,390,1,2,1
140,3,390,1,1,2
140,3,400,1,1,1
140,3,400,2,1,1
140,3,400,1,2,1
140,3,400,1,1,2
140,3,410,1,1,1
140,3,410,2,1,1
140,3,410,1,2,1
140,3,410,1,1,2
140,3,420,1,1,1
140,3,420,2,1,1
140,3,420,1,2,1
140,3,420,1,1,2
140,3,430,1,1,1
140,3,430,2,1,1
140,3,430,1,2,1
140,3,430,1,1,2
140,3,440,1,1,1
140,3,440,2,1,1
140,3,440,1,2,1
140,3,440,1,1,2
140,3,450,1,1,1
140,3,450,2,1,1
140,3,450,1,2,1
140,3,450,1,1,2
140,3,460,1,1,1
140,3,460,2,1,1
140,3,460,1,2,1
140,3,460,1,1,2
140,3,470,1,1,1
140,3,470,2,1,1
140,3,470,1,2,1
140,3,470,1,1,2
140,3,480,1,1,1
140,3,480,2,1,1
140,3,480,1,2,1
140,3,480,1,1,2
140,3,490,1,1,1
140,3,490,2,1,1
140,3,490,1,2,1
140,3,490,1,1,2
140,3,500,1,1,1
140,3,500,2,1,1
140,3,500,1,2,1
140,3,500,1,1,2
140,4,50,1,1,1
140,4,50,2,1,1
140,4,50,1,2,1
140,4,50,1,1,2
140,4,60,1,1,1
140,4,60,2,1,1
140,4,60,1,2,1
140,4,60,1,1,2
140,4,70,1,1,1
140,4,70,2,1,1
140,4,70,1,2,1
140,4,70,1,1,2
140,4,80,1,1,1
140,4,80,2,1,1
140,4,80,1,2,1
140,4,80,1,1,2
140,4,90,1,1,1
140,4,90,2,1,1
140,4,90,1,2,1
140,4,90,1,1,2
140,4,100,1,1,1
140,4,100,2,1,1
140,4,100,1,2,1
140,4,100,1,1,2
140,4,110,1,1,1
140,4,110,2,1,1
140,4,110,1,2,1
140,4,110,1,1,2
140,4,120,1,1,1
140,4,120,2,1,1
140,4,120,1,2,1
140,4,120,1,1,2
140,4,130,1,1,1
140,4,130,2,1,1
140,4,130,1,2,1
140,4,130,1,1,2
140,4,140,1,1,1
140,4,140,2,1,1
140,4,140,1,2,1
140,4,140,1,1,2
140,4,150,1,1,1
140,4,150,2,1,1
140,4,150,1,2,1
140,4,150,1,1,2
140,4,160,1,1,1
140,4,160,2,1,1
140,4,160,1,2,1
140,4,160,1,1,2
140,4,170,1,1,1
140,4,170,2,1,1
140,4,170,1,2,1
140,4,170,1,1,2
140,4,180,1,1,1
140,4,180,2,1,1
140,4,180,1,2,1
140,4,180,1,1,2
140,4,190,1,1,1
140,4,190,2,1,1
140,4,190,1,2,1
140,4,190,1,1,2
140,4,200,1,1,1
140,4,200,2,1,1
140,4,200,1,2,1
140,4,200,1,1,2
140,4,210,1,1,1
140,4,210,2,1,1
140,4,210,1,2,1
140,4,210,1,1,2
140,4,220,1,1,1
140,4,220,2,1,1
140,4,220,1,2,1
140,4,220,1,1,2
140,4,230,1,1,1
140,4,230,2,1,1
140,4,230,1,2,1
140,4,230,1,1,2
140,4,240,1,1,1
140,4,240,2,1,1
140,4,240,1,2,1
140,4,240,1,1,2
140,4,250,1,1,1
140,4,250,2,1,1
140,4,250,1,2,1
140,4,250,1,1,2
140,4,260,1,1,1
140,4,260,2,1,1
140,4,260,1,2,1
140,4,260,1,1,2
140,4,270,1,1,1
140,4,270,2,1,1
140,4,270,1,2,1
140,4,270,1,1,2
140,4,280,1,1,1
140,4,280,2,1,1
140,4,280,1,2,1
140,4,280,1,1,2
140,4,290,1,1,1
140,4,290,2,1,1
140,4,290,1,2,1
140,4,290,1,1,2
140,4,300,1,1,1
140,4,300,2,1,1
140,4,300,1,2,1
140,4,300,1,1,2
140,4,310,1,1,1
140,4,310,2,1,1
140,4,310,1,2,1
140,4,310,1,1,2
140,4,320,1,1,1
140,4,320,2,1,1
140,4,320,1,2,1
140,4,320,1,1,2
140,4,330,1,1,1
140,4,330,2,1,1
140,4,330,1,2,1
140,4,330,1,1,2
140,4,340,1,1,1
140,4,340,2,1,1
140,4,340,1,2,1
140,4,340,1,1,2
140,4,350,1,1,1
140,4,350,2,1,1
140,4,350,1,2,1
140,4,350,1,1,2
140,4,360,1,1,1
140,4,360,2,1,1
140,4,360,1,2,1
140,4,360,1,1,2
140,4,370,1,1,1
140,4,370,2,1,1
140,4,370,1,2,1
140,4,370,1,1,2
140,4,380,1,1,1
140,4,380,2,1,1
140,4,380,1,2,1
140,4,380,1,1,2
140,4,390,1,1,1
140,4,390,2,1,1
140,4,390,1,2,1
140,4,390,1,1,2
140,4,400,1,1,1
140,4,400,2,1,1
140,4,400,1,2,1
140,4,400,1,1,2
140,4,410,1,1,1
140,4,410,2,1,1
140,4,410,1,2,1
140,4,410,1,1,2
140,4,420,1,1,1
140,4,420,2,1,1
140,4,420,1,2,1
140,4,420,1,1,2
140,4,430,1,1,1
140,4,430,2,1,1
140,4,430,1,2,1
140,4,430,1,1,2
140,4,440,1,1,1
140,4,440,2,1,1
140,4,440,1,2,1
140,4,440,1,1,2
140,4,450,1,1,1
140,4,450,2,1,1
140,4,450,1,2,1
140,4,450,1,1,2
140,4,460,1,1,1
140,4,460,2,1,1
140,4,460,1,2,1
140,4,460,1,1,2
140,4,470,1,1,1
140,4,470,2,1,1
140,4,470,1,2,1
140,4,470,1,1,2
140,4,480,1,1,1
140,4,480,2,1,1
140,4,480,1,2,1
140,4,480,1,1,2
140,4,490,1,1,1
140,4,490,2,1,1
140,4,490,1,2,1
140,4,490,1,1,2
140,4,500,1,1,1
140,4,500,2,1,1
140,4,500,1,2,1
140,4,500,1,1,2
140,5,50,1,1,1
140,5,50,2,1,1
140,5,50,1,2,1
140,5,50,1,1,2
140,5,60,1,1,1
140,5,60,2,1,1
140,5,60,1,2,1
140,5,60,1,1,2
140,5,70,1,1,1
140,5,70,2,1,1
140,5,70,1,2,1
140,5,70,1,1,2
140,5,80,1,1,1
140,5,80,2,1,1
140,5,80,1,2,1
140,5,80,1,1,2
140,5,90,1,1,1
140,5,90,2,1,1
140,5,90,1,2,1
140,5,90,1,1,2
140,5,100,1,1,1
140,5,100,2,1,1
